Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target,car_price
HONDA,Insight Touring,MID-SIZE,1.5,4,AV,X,114,MID-SIZE_X_AV_small,4906,139085100.0,28350.0
HONDA,Odyssey,MINIVAN,3.5,6,AS9,X,252,MINIVAN_X_AS9_large,2706,105939900.0,39150.0
HONDA,Odyssey Touring,MINIVAN,3.5,6,AS10,X,247,MINIVAN_X_AS10_large,2446,95760900.0,39150.0
HONDA,Passport AWD,SUV - SMALL,3.5,6,A9,X,265,SUV - SMALL_X_A9_large,3185,124692750.0,39150.0
HONDA,Pilot,SUV - SMALL,3.5,6,A6,X,250,SUV - SMALL_X_A6_large,3467,135733050.0,39150.0
HONDA,Pilot AWD,SUV - SMALL,3.5,6,A6,X,266,SUV - SMALL_X_A6_large,3310,129586500.0,39150.0
HONDA,Pilot AWD,SUV - SMALL,3.5,6,AS9,X,257,SUV - SMALL_X_AS9_large,3429,134245350.0,39150.0
HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,263,PICKUP TRUCK - STANDARD_X_A6_large,2558,100145700.0,39150.0
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,229,MID-SIZE_Z_AS7_medium,3343,113996300.0,34100.0
INFINITI,Q50 AWD Red Sport,MID-SIZE,3.0,6,AS7,Z,261,MID-SIZE_Z_AS7_large,2848,115059200.0,40400.0
INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,AS7,Z,251,SUBCOMPACT_Z_AS7_large,2537,102494800.0,40400.0
INFINITI,Q60 AWD Red Sport,SUBCOMPACT,3.0,6,AS7,Z,259,SUBCOMPACT_Z_AS7_large,2641,106696400.0,40400.0
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,275,MID-SIZE_Z_AS7_xlarge,2441,106305550.0,43550.0
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,301,MID-SIZE_Z_AS7_performance,1994,107476600.0,53900.0
INFINITI,QX50 AWD,SUV - SMALL,2.0,4,AV8,Z,211,SUV - SMALL_Z_AV8_medium,3603,122862300.0,34100.0
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,124,MID-SIZE_X_AV6_medium,4646,152621100.0,32850.0
LEXUS,ES 350,MID-SIZE,3.5,6,AS8,X,211,MID-SIZE_X_AS8_large,3855,150923250.0,39150.0
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,AS8,X,219,MID-SIZE_X_AS8_large,3359,131504850.0,39150.0
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,254,MID-SIZE_Z_AS6_large,3154,134518100.0,42650.0
LEXUS,IS 300,COMPACT,2.0,4,AS8,Z,220,COMPACT_Z_AS8_medium,3465,118156500.0,34100.0
LEXUS,LC 500,SUBCOMPACT,5.0,8,AS10,Z,294,SUBCOMPACT_Z_AS10_xlarge,1934,99020800.0,51200.0
LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,189,SUBCOMPACT_Z_AV10_large,2848,121467200.0,42650.0
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,261,MID-SIZE_Z_AS10_large,2824,119172800.0,42200.0
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,AV10,Z,214,MID-SIZE_Z_AV10_large,3243,138313950.0,42650.0
LEXUS,NX 300 AWD,SUV - SMALL,2.0,4,AS6,Z,226,SUV - SMALL_Z_AS6_medium,3689,125794900.0,34100.0
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6,AV6,Z,190,SUV - STANDARD_Z_AV6_large,2994,163622100.0,54650.0
LEXUS,UX 200,MID-SIZE,2.0,4,AS10,X,168,MID-SIZE_X_AS10_medium,4085,125001000.0,30600.0
LEXUS,UX 250h,COMPACT,2.0,4,AV6,X,130,COMPACT_X_AV6_medium,5026,153795600.0,30600.0
LEXUS,UX 250h AWD,COMPACT,2.0,4,AV6,X,140,COMPACT_X_AV6_medium,4603,140851800.0,30600.0
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,179,COMPACT_X_AS6_medium,4059,124205400.0,30600.0
MAZDA,CX-3,COMPACT,2.0,4,M6,X,186,COMPACT_X_M6_medium,4361,133446600.0,30600.0
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,189,COMPACT_X_AS6_medium,4548,139168800.0,30600.0
MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,206,SUV - SMALL_X_M6_medium,4189,128183400.0,30600.0
MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,X,230,SUV - SMALL_X_AS6_medium,3876,127326600.0,32850.0
MAZDA,CX-5 Diesel 4WD,SUV - SMALL,2.2,4,AS6,D,227,SUV - SMALL_D_AS6_medium,3497,118898000.0,34000.0
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,244,SUV - SMALL_X_AS6_medium,3911,128476350.0,32850.0
MAZDA,Mazda3 4-Door,COMPACT,2.0,4,AS6,X,178,COMPACT_X_AS6_medium,4673,142993800.0,30600.0
MAZDA,Mazda3 4-Door (SIL),COMPACT,2.0,4,M6,X,180,COMPACT_X_M6_medium,4777,146176200.0,30600.0
MAZDA,Mazda3 4-Door,COMPACT,2.5,4,AS6,X,181,COMPACT_X_AS6_medium,4003,131498550.0,32850.0
MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4,AS6,X,183,COMPACT_X_AS6_medium,4535,148974750.0,32850.0
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4,AS6,X,192,COMPACT_X_AS6_medium,4073,133798050.0,32850.0
MAZDA,Mazda3 5-Door,MID-SIZE,2.0,4,AS6,X,181,MID-SIZE_X_AS6_medium,4103,125551800.0,30600.0
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2.0,4,M6,X,181,MID-SIZE_X_M6_medium,4336,132681600.0,30600.0
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,AS6,X,187,MID-SIZE_X_AS6_medium,4073,133798050.0,32850.0
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,M6,X,189,MID-SIZE_X_M6_medium,3820,125487000.0,32850.0
MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4,AS6,X,204,MID-SIZE_X_AS6_medium,3902,128180700.0,32850.0
MAZDA,Mazda6,MID-SIZE,2.5,4,AS6,X,187,MID-SIZE_X_AS6_medium,3667,120460950.0,32850.0
MAZDA,Mazda6 Turbo,MID-SIZE,2.5,4,AS6,X,208,MID-SIZE_X_AS6_medium,4153,136426050.0,32850.0
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,186,TWO-SEATER_Z_AS6_medium,1861,85792100.0,46100.0
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,189,TWO-SEATER_Z_M6_medium,2180,100498000.0,46100.0
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,AV8,X,216,SUV - SMALL_X_AV8_small,4357,123520950.0,28350.0
MITSUBISHI,Mirage,COMPACT,1.2,3,AV,X,143,COMPACT_X_AV_small,5323,138930300.0,26100.0
MITSUBISHI,Mirage,COMPACT,1.2,3,M5,X,151,COMPACT_X_M5_small,5151,134441100.0,26100.0
MITSUBISHI,Mirage G4,COMPACT,1.2,3,AV,X,148,COMPACT_X_AV_small,5414,141305400.0,26100.0
MITSUBISHI,Mirage G4,COMPACT,1.2,3,M5,X,153,COMPACT_X_M5_small,4688,122356800.0,26100.0
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,AV6,X,212,SUV - SMALL_X_AV6_medium,4151,134492400.0,32400.0
MITSUBISHI,Outlander 4WD,SUV - SMALL,3.0,6,AS6,Z,246,SUV - SMALL_Z_AS6_large,3384,136713600.0,40400.0
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,206,SUV - SMALL_X_AV6_medium,3853,117901800.0,30600.0
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,218,SUV - SMALL_X_AV6_medium,3594,116445600.0,32400.0
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,270,TWO-SEATER_Z_M6_xlarge,1196,66437800.0,55550.0
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,AS7,Z,271,TWO-SEATER_Z_AS7_xlarge,1213,67382150.0,55550.0
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,M6,Z,279,TWO-SEATER_Z_M6_xlarge,1534,85213700.0,55550.0
NISSAN,Altima,MID-SIZE,2.5,4,AV,X,174,MID-SIZE_X_AV_medium,4011,131761350.0,32850.0
NISSAN,Altima SR/Platinum,MID-SIZE,2.0,4,AV,X,190,MID-SIZE_X_AV_medium,3909,119615400.0,30600.0
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4,AV,X,177,MID-SIZE_X_AV_medium,3985,130907250.0,32850.0
NISSAN,Altima AWD,MID-SIZE,2.5,4,AV,X,186,MID-SIZE_X_AV_medium,4339,142536150.0,32850.0
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,AV,X,190,MID-SIZE_X_AV_medium,4027,132286950.0,32850.0
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,AS7,X,364,SUV - STANDARD_X_AS7_performance,1445,90168000.0,62400.0
NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4,A5,X,290,PICKUP TRUCK - SMALL_X_A5_medium,2545,83603250.0,32850.0
NISSAN,Frontier,PICKUP TRUCK - SMALL,4.0,6,A5,X,299,PICKUP TRUCK - SMALL_X_A5_xlarge,2524,104493600.0,41400.0
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,326,PICKUP TRUCK - SMALL_X_A5_xlarge,1820,75348000.0,41400.0
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,317,PICKUP TRUCK - SMALL_X_M6_xlarge,2401,99401400.0,41400.0
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,295,SUBCOMPACT_Z_AM6_xlarge,2481,109164000.0,44000.0
NISSAN,Kicks,MID-SIZE,1.6,4,AV,X,169,MID-SIZE_X_AV_medium,4347,125193600.0,28800.0
NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,233,MID-SIZE_Z_AV7_large,3726,158913900.0,42650.0
NISSAN,Micra,COMPACT,1.6,4,A4,X,188,COMPACT_X_A4_medium,4339,124963200.0,28800.0
NISSAN,Micra,COMPACT,1.6,4,M5,X,186,COMPACT_X_M5_medium,4534,130579200.0,28800.0
NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6,AV7,X,240,STATION WAGON - MID-SIZE_X_AV7_large,2339,91571850.0,39150.0
NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,242,STATION WAGON - MID-SIZE_X_AV7_large,2871,112399650.0,39150.0
NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,218,SPECIAL PURPOSE VEHICLE_X_AV_medium,3594,109976400.0,30600.0
NISSAN,Pathfinder,SUV - SMALL,3.5,6,AV,X,240,SUV - SMALL_X_AV_large,3877,151784550.0,39150.0
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,AV,X,250,SUV - SMALL_X_AV_large,3673,143797950.0,39150.0
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,AV,X,259,SUV - SMALL_X_AV_large,3235,126650250.0,39150.0
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,AV7,X,188,STATION WAGON - SMALL_X_AV7_medium,3484,106610400.0,30600.0
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,M6,X,217,STATION WAGON - SMALL_X_M6_medium,2938,89902800.0,30600.0
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2.0,4,AV7,X,198,STATION WAGON - SMALL_X_AV7_medium,4009,122675400.0,30600.0
NISSAN,Rogue,SUV - SMALL,2.5,4,AV,X,192,SUV - SMALL_X_AV_medium,4306,141452100.0,32850.0
NISSAN,Rogue AWD,SUV - SMALL,2.5,4,AV,X,204,SUV - SMALL_X_AV_medium,3955,129921750.0,32850.0
NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,172,MID-SIZE_X_AV_medium,4653,138194100.0,29700.0
NISSAN,Sentra,MID-SIZE,1.8,4,M6,X,183,MID-SIZE_X_M6_medium,3981,118235700.0,29700.0
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,AV7,Z,193,MID-SIZE_Z_AV7_medium,3943,127358900.0,32300.0
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,M6,Z,195,MID-SIZE_Z_M6_medium,3782,122158600.0,32300.0
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,AV7,Z,205,MID-SIZE_Z_AV7_medium,3904,126099200.0,32300.0
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,M6,Z,204,MID-SIZE_Z_M6_medium,3737,120705100.0,32300.0
NISSAN,Titan,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,312,PICKUP TRUCK - STANDARD_X_AS7_performance,1383,69703200.0,50400.0
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,315,PICKUP TRUCK - STANDARD_X_AS7_performance,1744,87897600.0,50400.0
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,331,PICKUP TRUCK - STANDARD_X_AS7_performance,1874,94449600.0,50400.0
NISSAN,Versa,MID-SIZE,1.6,4,AV,X,164,MID-SIZE_X_AV_medium,4423,127382400.0,28800.0
NISSAN,Versa,MID-SIZE,1.6,4,M5,X,180,MID-SIZE_X_M5_medium,4484,129139200.0,28800.0
SUBARU,Ascent AWD,SUV - STANDARD,2.4,4,AV8,X,244,SUV - STANDARD_X_AV8_medium,3334,148029600.0,44400.0
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,231,MINICOMPACT_Z_M6_medium,1877,86529700.0,46100.0
SUBARU,Crosstrek AWD,SUV - SMALL,2.0,4,AV7,X,188,SUV - SMALL_X_AV7_medium,4673,142993800.0,30600.0
SUBARU,Crosstrek AWD,SUV - SMALL,2.0,4,M6,X,220,SUV - SMALL_X_M6_medium,3866,118299600.0,30600.0
SUBARU,Forester AWD,SUV - SMALL,2.5,4,AV7,X,192,SUV - SMALL_X_AV7_medium,4175,137148750.0,32850.0
SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,AV7,X,174,MID-SIZE_X_AV7_medium,4033,123409800.0,30600.0
SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,M5,X,209,MID-SIZE_X_M5_medium,3957,121084200.0,30600.0
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,AV7,X,177,STATION WAGON - SMALL_X_AV7_medium,3290,100674000.0,30600.0
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,M5,X,211,STATION WAGON - SMALL_X_M5_medium,3279,100337400.0,30600.0
SUBARU,Legacy AWD,MID-SIZE,2.5,4,AV7,X,193,MID-SIZE_X_AV7_medium,3638,119508300.0,32850.0
SUBARU,Legacy AWD,MID-SIZE,3.6,6,AV6,X,241,MID-SIZE_X_AV6_xlarge,3454,136778400.0,39600.0
SUBARU,Outback AWD,SUV - SMALL,2.5,4,AV7,X,198,SUV - SMALL_X_AV7_medium,4312,141649200.0,32850.0
SUBARU,Outback AWD,SUV - SMALL,3.6,6,AV6,X,247,SUV - SMALL_X_AV6_xlarge,2942,116503200.0,39600.0
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,296,COMPACT_Z_M6_medium,3436,124898600.0,36350.0
TOYOTA,4Runner 4WD,SUV - STANDARD,4.0,6,AS5,X,308,SUV - STANDARD_X_AS5_xlarge,2880,153792000.0,53400.0
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,308,SUV - STANDARD_X_AS5_xlarge,2267,121057800.0,53400.0
TOYOTA,Avalon,MID-SIZE,3.5,6,AS8,X,220,MID-SIZE_X_AS8_large,3325,130173750.0,39150.0
TOYOTA,Camry,MID-SIZE,2.5,4,AS8,X,164,MID-SIZE_X_AS8_medium,4959,162903150.0,32850.0
TOYOTA,Camry LE/SE,MID-SIZE,2.5,4,AS8,X,173,MID-SIZE_X_AS8_medium,3844,126275400.0,32850.0
TOYOTA,Camry XLE/XSE,MID-SIZE,2.5,4,AS8,X,175,MID-SIZE_X_AS8_medium,4161,136688850.0,32850.0
TOYOTA,Camry,MID-SIZE,3.5,6,AS8,X,210,MID-SIZE_X_AS8_large,3618,141644700.0,39150.0
TOYOTA,Camry XSE,MID-SIZE,3.5,6,AS8,X,215,MID-SIZE_X_AS8_large,3865,151314750.0,39150.0
TOYOTA,Camry Hybrid LE,MID-SIZE,2.5,4,AV6,X,113,MID-SIZE_X_AV6_medium,4791,157384350.0,32850.0
TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,AV6,X,121,MID-SIZE_X_AV6_medium,4506,148022100.0,32850.0
TOYOTA,C-HR,COMPACT,2.0,4,AS7,X,189,COMPACT_X_AS7_medium,4269,130631400.0,30600.0
TOYOTA,Corolla,MID-SIZE,1.8,4,AV,X,174,MID-SIZE_X_AV_medium,4218,125274600.0,29700.0
TOYOTA,Corolla,MID-SIZE,1.8,4,AV7,X,178,MID-SIZE_X_AV7_medium,4016,119275200.0,29700.0
TOYOTA,Corolla,MID-SIZE,1.8,4,M6,X,178,MID-SIZE_X_M6_medium,4280,127116000.0,29700.0
TOYOTA,Corolla LE Eco,MID-SIZE,1.8,4,AV,X,163,MID-SIZE_X_AV_medium,4259,126492300.0,29700.0
TOYOTA,Corolla Hatchback,COMPACT,2.0,4,AV10,X,157,COMPACT_X_AV10_medium,4441,135894600.0,30600.0
TOYOTA,Corolla Hatchback,COMPACT,2.0,4,M6,X,174,COMPACT_X_M6_medium,4965,151929000.0,30600.0
TOYOTA,Highlander,SUV - SMALL,3.5,6,AS8,X,243,SUV - SMALL_X_AS8_large,3307,129469050.0,39150.0
TOYOTA,Highlander AWD,SUV - STANDARD,3.5,6,AS8,X,250,SUV - STANDARD_X_AS8_large,2465,126084750.0,51150.0
TOYOTA,Highlander AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,248,SUV - STANDARD_X_AS8_large,2755,140918250.0,51150.0
TOYOTA,Highlander AWD LE,SUV - STANDARD,3.5,6,AS8,X,242,SUV - STANDARD_X_AS8_large,2859,146237850.0,51150.0
TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,3.5,6,AV6,X,193,SUV - STANDARD_X_AV6_large,2778,142094700.0,51150.0
TOYOTA,Prius,MID-SIZE,1.8,4,AV,X,105,MID-SIZE_X_AV_medium,4993,148292100.0,29700.0
TOYOTA,Prius AWD,MID-SIZE,1.8,4,AV,X,109,MID-SIZE_X_AV_medium,4613,137006100.0,29700.0
TOYOTA,Prius c,COMPACT,1.5,4,AV,X,120,COMPACT_X_AV_small,5705,161736750.0,28350.0
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,X,183,SUV - SMALL_X_AS8_medium,4402,144605700.0,32850.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,X,190,SUV - SMALL_X_AS8_medium,4107,134914950.0,32850.0
TOYOTA,RAV4 Hybrid AWD,SUV - SMALL,2.5,4,AV6,X,140,SUV - SMALL_X_AV6_medium,4480,147168000.0,32850.0
TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,384,SUV - STANDARD_X_AS6_performance,1294,81327900.0,62850.0
TOYOTA,Sienna,MINIVAN,3.5,6,AS8,X,254,MINIVAN_X_AS8_large,2818,110324700.0,39150.0
TOYOTA,Sienna AWD,MINIVAN,3.5,6,AS8,X,274,MINIVAN_X_AS8_large,2511,98305650.0,39150.0
TOYOTA,Tacoma,PICKUP TRUCK - SMALL,2.7,4,AS6,X,263,PICKUP TRUCK - SMALL_X_AS6_large,2680,90450000.0,33750.0
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,274,PICKUP TRUCK - SMALL_X_AS6_large,2670,90112500.0,33750.0
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,278,PICKUP TRUCK - SMALL_X_AS6_large,2283,89379450.0,39150.0
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,299,PICKUP TRUCK - SMALL_X_M6_large,2197,86012550.0,39150.0
TOYOTA,Tacoma 4WD D-Cab Off-Road,PICKUP TRUCK - SMALL,3.5,6,M6,X,300,PICKUP TRUCK - SMALL_X_M6_large,1754,68669100.0,39150.0
TOYOTA,Tundra,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,371,PICKUP TRUCK - STANDARD_X_AS6_performance,1558,79224300.0,50850.0
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,354,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1683,77249700.0,45900.0
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,382,PICKUP TRUCK - STANDARD_X_AS6_performance,1044,53087400.0,50850.0
TOYOTA,Yaris,COMPACT,1.5,4,AS6,X,155,COMPACT_X_AS6_small,5416,153543600.0,28350.0
TOYOTA,Yaris (SIL),COMPACT,1.5,4,M6,X,164,COMPACT_X_M6_small,4877,138262950.0,28350.0
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,A4,X,173,COMPACT_X_A4_small,4510,127858500.0,28350.0
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,M5,X,169,COMPACT_X_M5_small,5021,142345350.0,28350.0
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,254,SUV - SMALL_Z_AS9_large,2725,116221250.0,42650.0
ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS10,Z,241,SUV - SMALL_Z_AS10_medium,3485,118838500.0,34100.0
ACURA,TLX SH-AWD A-SPEC/Limited Edition,COMPACT,3.5,6,AS9,Z,240,COMPACT_Z_AS9_large,3060,130509000.0,42650.0
HONDA,Accord,FULL-SIZE,1.5,4,AV,X,170,FULL-SIZE_X_AV_small,3949,159342150.0,40350.0
HONDA,Civic Coupe Si,COMPACT,1.5,4,M6,Z,183,COMPACT_Z_M6_small,4210,134088500.0,31850.0
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,AV7,Z,172,FULL-SIZE_Z_AV7_small,3141,137732850.0,43850.0
HONDA,Civic Sedan,MID-SIZE,2.0,4,AV7,X,172,MID-SIZE_X_AV7_medium,4177,127816200.0,30600.0
HONDA,Civic Sedan Si,MID-SIZE,1.5,4,M6,Z,183,MID-SIZE_Z_M6_small,3941,125520850.0,31850.0
HONDA,Civic Type R,FULL-SIZE,2.0,4,M6,Z,223,FULL-SIZE_Z_M6_medium,3108,143278800.0,46100.0
HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,180,SUV - SMALL_X_AV_small,4169,118191150.0,28350.0
HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,189,SUV - SMALL_X_AV_small,4208,119296800.0,28350.0
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,200,STATION WAGON - SMALL_X_AV7_medium,3863,114731100.0,29700.0
HONDA,Insight EX/Touring,MID-SIZE,1.5,4,AV,X,115,MID-SIZE_X_AV_small,5137,145633950.0,28350.0
HONDA,Odyssey,MINIVAN,3.5,6,AS10,X,248,MINIVAN_X_AS10_large,2618,102494700.0,39150.0
HONDA,Passport AWD,SUV - SMALL,3.5,6,AS9,X,265,SUV - SMALL_X_AS9_large,3443,134793450.0,39150.0
HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,AS9,X,269,PICKUP TRUCK - STANDARD_X_AS9_large,2528,98971200.0,39150.0
INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,254,MID-SIZE_Z_AS7_large,2829,114291600.0,40400.0
INFINITI,QX50 AWD,SUV - SMALL,2.0,4,AV8,Z,228,SUV - SMALL_Z_AV8_medium,3324,113348400.0,34100.0
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,360,SUV - STANDARD_Z_AS7_performance,1175,77432500.0,65900.0
LEXUS,ES 300h,MID-SIZE,2.5,4,AS6,X,124,MID-SIZE_X_AS6_medium,4462,146576700.0,32850.0
LEXUS,ES 350,MID-SIZE,3.5,6,AS8,X,213,MID-SIZE_X_AS8_large,3557,139256550.0,39150.0
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,337,SUV - STANDARD_Z_AS6_xlarge,1955,120037000.0,61400.0
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,262,MID-SIZE_Z_AS10_large,2763,116598600.0,42200.0
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,395,SUV - STANDARD_Z_AS8_performance,1126,74710100.0,66350.0
LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,285,SUBCOMPACT_Z_AS8_xlarge,2225,113920000.0,51200.0
MAZDA,CX-3 (SIL),COMPACT,2.0,4,M6,X,186,COMPACT_X_M6_medium,4559,139505400.0,30600.0
MAZDA,CX-30,SUV - SMALL,2.0,4,AS6,X,189,SUV - SMALL_X_AS6_medium,3928,120196800.0,30600.0
MAZDA,CX-30,SUV - SMALL,2.5,4,AS6,X,194,SUV - SMALL_X_AS6_medium,4206,138167100.0,32850.0
MAZDA,CX-30 4WD,SUV - SMALL,2.0,4,AS6,X,202,SUV - SMALL_X_AS6_medium,4418,135190800.0,30600.0
MAZDA,CX-30 4WD,SUV - SMALL,2.5,4,AS6,X,208,SUV - SMALL_X_AS6_medium,3728,122464800.0,32850.0
MAZDA,CX-30 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,200,SUV - SMALL_X_AS6_medium,3732,122596200.0,32850.0
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2.5,4,M6,X,189,MID-SIZE_X_M6_medium,4427,145426950.0,32850.0
MAZDA,Mazda6,MID-SIZE,2.5,4,AS6,X,188,MID-SIZE_X_AS6_medium,3888,127720800.0,32850.0
MITSUBISHI,Outlander 4WD,SUV - SMALL,3.0,6,A6,Z,246,SUV - SMALL_Z_A6_large,3468,140107200.0,40400.0
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,AS7,X,362,SUV - STANDARD_X_AS7_performance,1428,89107200.0,62400.0
NISSAN,Frontier,PICKUP TRUCK - STANDARD,3.8,6,AS9,X,273,PICKUP TRUCK - STANDARD_X_AS9_xlarge,1935,78367500.0,40500.0
NISSAN,Frontier 4WD,PICKUP TRUCK - STANDARD,3.8,6,AS9,X,287,PICKUP TRUCK - STANDARD_X_AS9_xlarge,2757,111658500.0,40500.0
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,300,SUBCOMPACT_Z_AM6_xlarge,2375,104500000.0,44000.0
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,AV8,X,192,STATION WAGON - SMALL_X_AV8_medium,3358,102754800.0,30600.0
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,M6,X,217,STATION WAGON - SMALL_X_M6_medium,3460,105876000.0,30600.0
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2.0,4,AV8,X,198,STATION WAGON - SMALL_X_AV8_medium,3792,116035200.0,30600.0
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,AV,X,251,SUV - SMALL_X_AV_large,3352,131230800.0,39150.0
